dataset,index,source_start,source_end,author_eligible,source_eligible,eligible_gold,budget_5,budget_10,budget_20,budget_30,budget_50,original_10pct_budget,reference_input_sha256
niah_mq_q4,81,137,4073,865,782,80,40,79,157,235,391,87,752c236e07f0ec054300ad058df5f9aeb3eef0cbd6fdaa30c35d957e8af5b355
niah_mq_q4,82,137,4075,865,782,80,40,79,157,235,391,87,f1c35738895186300f69113455074b9034c7307637d363b51c8a12724511c444
niah_mq_q4,83,137,1160,293,216,77,11,22,44,65,108,30,bc56093a845f8dabc9c6accd2ee530bc375aa2318f68259984d107176a63db6d
niah_mq_q4,84,137,4073,859,780,78,39,78,156,234,390,86,d4765d5f430f760f26f8cc06f643866557b01a123b752e97a3371ff87ea0bf40
niah_mq_q4,85,137,4065,856,779,77,39,78,156,234,390,86,0fd494efcb47ef81fc1d03cf43038a42d9690596750933e86d7c0381a0f15bfe
niah_mq_q4,86,137,4084,856,779,77,39,78,156,234,390,86,04b0ebf676df05868c7a450b8af7fc900493faf3326a874c651909b169d000bc
niah_mq_q4,87,137,4077,862,781,79,40,79,157,235,391,87,d8c69451e0a60633cbdd1ed848ce8ac2abe4fda14705784449b944960cae400e
niah_mq_q4,88,137,4077,862,781,79,40,79,157,235,391,87,13755d401c411af3b9974edbd62b1be14cb8ee9be7cb2945f9f66eecc63ef4f0
niah_mq_q4,89,137,4079,859,780,78,39,78,156,234,390,86,e41fe8b8ea8f311663745900c394d68ba48fb976b685ffcdbc1c1f1ca2c46a6c
niah_mq_q4,90,137,4074,853,778,76,39,78,156,234,389,86,5d3ae5a07dc3d3e031e1ddba23189775bab747cebfc5523a402000d6fc4e679f
niah_mq_q4,91,137,4082,871,784,82,40,79,157,236,392,88,e60ab3b4222d09fb2f27d16f589515d91608bb5e41ed1cb42a0f60ed339ffc4b
niah_mq_q4,92,137,4074,859,780,78,39,78,156,234,390,86,d2babe05708ccfab7c66e22869d146c24d5e994f1417c29583677f8891355823
niah_mq_q4,93,137,4072,865,782,80,40,79,157,235,391,87,9a3595056220722c8eee79f4308b1bb8b2b9c16e9670fd64704c6fbaa01f3b9d
niah_mq_q4,94,137,1164,305,220,81,11,22,44,66,110,31,89cc5faf6f1e80bcbc2214698eefae471a17701d03af6bede6a911ae81de31bb
niah_mq_q4,95,137,1156,290,215,76,11,22,43,65,108,29,c627de79549cd1812fc6c67467a74ffef8c5f8f02433aa49e0fde316f4e737df
niah_mq_q4,96,137,1151,308,221,82,12,23,45,67,111,31,28595505757f9d79974bc66572711b6978ca448b47e703fd81cd9824b3d8d047
niah_mq_q4,97,137,1167,317,224,85,12,23,45,68,112,32,702d50e475760b10474a5c06f69c51d78dd5a9803d331551115ecffaf8edec82
niah_mq_q4,98,137,4087,868,783,81,40,79,157,235,392,87,d72cecfd87914f4c514b4b05ac7b39276b983edfa526ca85361e9150b573625e
niah_mq_q4,99,137,4078,862,781,79,40,79,157,235,391,87,60e0949ffde855ec71882fea547008cfe3afa66164dfe4c51cc51467865cf2dd
niah_mq_q8,0,137,907,324,205,162,11,21,41,62,103,33,2e3ea40da914d4e8206b3b57bb2fd0a7eaf2de44867ab15a18b141a68b561032
niah_mq_q8,1,137,883,312,201,158,11,21,41,61,101,32,75c8929b0ee0d5b2f68107fc471ce3f17df1869a79b98f5232fd4c883b91e8ef
niah_mq_q8,2,137,893,303,198,155,10,20,40,60,99,31,94c7f89de0f2261d219dd6d009465edb53bd2900c31b0dcfa9881ee6dfdca745
niah_mq_q8,3,137,905,318,203,160,11,21,41,61,102,32,5398925172bad5b7e3be1550e94e9cbde2f2b7d2d538bb85f95e0f5787530cf1
niah_mq_q8,4,137,909,312,201,158,11,21,41,61,101,32,d2d793484553513705bb9729d5687d3881017b4f87fd5aba2d2b3cf7faeaba40
niah_mq_q8,5,137,894,312,201,158,11,21,41,61,101,32,a7e583556cd9f68097a20715b24856a3cae9ec35075756251cf31dc77978dbef
niah_mq_q8,6,137,897,318,203,160,11,21,41,61,102,32,308be3fe811b9f5d42a01e9d9646e06dbb4569b499a921b79bbc75de52d57d1f
niah_mq_q8,7,137,889,315,202,159,11,21,41,61,101,32,8c515e099f09ac0e76aff3c30df13376ba6924b668a9b6f0cc0a9e06fd711b39
niah_mq_q8,8,137,900,318,203,160,11,21,41,61,102,32,db14d0dd28cbb8760a9e0a14eb1e6b756ed123500560c5f20cfcff7a63e4a337
niah_mq_q8,9,137,3853,864,765,152,39,77,153,230,383,87,9ed9bc62b6ab6a8d1567c899640480cf7bcaf1a76c94286df3eeaadb16f75e41
niah_mq_q8,10,137,898,318,203,160,11,21,41,61,102,32,4bb16f86fba5fcc4d5453ea0821b966eb724d129290c502225cd8a4be1d55073
niah_mq_q8,11,137,905,315,202,159,11,21,41,61,101,32,4f3a8bcf703ae2311aee271a12237cfebf690e145cad801eec55260cc89ffdab
niah_mq_q8,12,137,912,309,200,157,10,20,40,60,100,31,c82551a13ab3a148c2e5b245a6965ef7822c40608aa1956a9c6a097011a9f876
niah_mq_q8,13,137,908,318,203,160,11,21,41,61,102,32,bd6b8da24e1d09ad9500e45cebb21fa34e827bbacdbaf13bea805b404555b9a1
niah_mq_q8,14,137,3850,867,766,153,39,77,154,230,383,87,cd1d99c6d50d0ec585924d5cbd25ed38943f45c74a17c0805eaeb74f85f92b66
niah_mq_q8,15,137,3863,870,767,154,39,77,154,231,384,87,630a8f07c930791396788a1dd967d1357d8b0b6477b722d51452a2b54758d3c9
niah_mq_q8,16,137,898,306,199,156,10,20,40,60,100,31,6ad385503e51cd91dce23453a476cf2dd0b4aba1abc715ec31991c726cdc0805
niah_mq_q8,17,137,920,318,203,160,11,21,41,61,102,32,70278af986742799685a6c95848b42b4a4040cab91f7f7b82d17e75fb1e55860
niah_mq_q8,18,137,919,318,203,160,11,21,41,61,102,32,e6f86f3e7c1d9a288513cedb5b9948888fb42bda063949bd7ce09532f0bbc4f7
niah_mq_q8,19,137,892,321,204,161,11,21,41,62,102,33,10d01fc06653254d8daac795d997bcd82d8cb99df0060d67fe55b155390e23e7
niah_mq_q8,20,137,882,309,200,157,10,20,40,60,100,31,2d96cfdbf3d3f33ee6097e41d85b134a4dff4453961ae36b313113e933d66c0c
niah_mq_q8,21,137,898,309,200,157,10,20,40,60,100,31,8b461f7b2cf008aa255c4954e409db7c3530bcb70eb6ec87c338fa53a36e6560
niah_mq_q8,22,137,886,306,199,156,10,20,40,60,100,31,639a6f033f65a33c2785da247f5ec66a64147d492d2bcae6cafccdf69506c81d
niah_mq_q8,23,137,904,306,199,156,10,20,40,60,100,31,b558488dbcc08266904e61fa146a6adc62054852844e239870c98c97597dd6f4
niah_mq_q8,24,137,895,309,200,157,10,20,40,60,100,31,ef22fcf23861cf3ab2e4ffba4fb50015472f6190ca873042171cdadc53db1f68
niah_mq_q8,25,137,900,315,202,159,11,21,41,61,101,32,b4846adfc9eb4d6aa0c2056e4f7ce80d8b38206ae0cfdbba82ec4f49c2052ce0
niah_mq_q8,26,137,905,306,199,156,10,20,40,60,100,31,78d55bb4bfd53d27287acd870c5038cd542ab1f2e9f9784fbacb3ec9f7c93615
niah_mq_q8,27,137,894,315,202,159,11,21,41,61,101,32,5fb189554bdb4a549f6b79e6f746988de2eaab879205b2661e6e16240da9b212
niah_mq_q8,28,137,912,315,202,159,11,21,41,61,101,32,63da3bd597d6f8270c5dfcb999a09e70c23533136ac5c20b74037718fc6caa25
niah_mq_q8,29,137,897,309,200,157,10,20,40,60,100,31,88621d0f853f2c37c81c1d70f5157cb6acc2dcf7062c101b299a8b2a32248630
niah_mq_q8,30,137,904,324,205,162,11,21,41,62,103,33,3bcef04b2d80b7d9d7ad62e11997f6e89dd92d7ed31a2acccde5c47ee8be1fbb
niah_mq_q8,31,137,909,312,201,158,11,21,41,61,101,32,5a5de34e0a99ecbfc4f19f871cf31bf223ebc8008b9ea66d0f6d7e085c482dae
niah_mq_q8,32,137,916,333,208,165,11,21,42,63,104,34,4768e4ab8d11824c5e669d2b164da68fe0c9cc15ab13b9c2ae8704cac09560a2
niah_mq_q8,33,137,913,303,198,155,10,20,40,60,99,31,2460be4b811c8326c102d5a929230b74bee6d0ee3df3c6ec3497b6c0b3e7a092
niah_mq_q8,34,137,905,333,208,165,11,21,42,63,104,34,f4e2d83dd25bb98636250c165c4181ba722853696a3a9f09b481579b9313a749
niah_mq_q8,35,137,898,309,200,157,10,20,40,60,100,31,2327456bff9e525cb27db23a153025bb48d6c439bc621d3a776fab050951026f
niah_mq_q8,36,137,894,306,199,156,10,20,40,60,100,31,a70a6b55ba5f03f024033e3a9029fa80d85c8520af33de9c2fef00f3e366101a
niah_mq_q8,37,137,886,303,198,155,10,20,40,60,99,31,318c247f6352be0d1d2ae8168b234f5fd239130716d6102e554c9318597d270d
niah_mq_q8,38,137,906,318,203,160,11,21,41,61,102,32,98e0bef72d96e55a4da9e4700509ca9a594abaa29be6453720e60106c231562a
niah_mq_q8,39,137,903,312,201,158,11,21,41,61,101,32,0026002b5390b3a74b004c7d25524544f2c186184572afa894de6329f6009326
niah_mq_q8,40,137,895,321,204,161,11,21,41,62,102,33,9ba1d61cb7c7d1360dc4010631840578727c11b24c4eaa7ae7f57e869e5c1bec
niah_mq_q8,41,137,894,294,195,152,10,20,39,59,98,30,f5d67d0e1904084735d3105f9a4cc93323c56949772d926cb453d0cf1b8e4e5e
niah_mq_q8,42,137,897,315,202,159,11,21,41,61,101,32,e5d7b009a72c53958395703669d550183fc764ac418d5f00c4aea93b3df4805b
niah_mq_q8,43,137,3847,873,768,155,39,77,154,231,384,88,358c9c03c464b483bf6063d2946f4d82ec0c234ece0f553a5f0db5e5b0f468e4
niah_mq_q8,44,137,901,321,204,161,11,21,41,62,102,33,e5931a5446181bbbe82f307951f308b0135d920db0e0eafa6148620393d86bd0
niah_mq_q8,45,137,896,306,199,156,10,20,40,60,100,31,7c1773ebed435545d97b6123aa17a4cfebac313602300178b9b61b425a741fed
niah_mq_q8,46,137,883,309,200,157,10,20,40,60,100,31,e86da0b9718e67533979ce35991ede65472925b42a72c1abf250569a022e1665
niah_mq_q8,47,137,893,306,199,156,10,20,40,60,100,31,fc3be45fe24c1457a79578bb950e31602abe040cd2193456a1232418efc5f2dc
niah_mq_q8,48,137,913,318,203,160,11,21,41,61,102,32,ec6920e328853aee738f7d1bcf5329352254512a4aa6bd1fd419e342fe2aa058
niah_mq_q8,49,137,896,312,201,158,11,21,41,61,101,32,de0cdeb372b758b8e45a837b13cd04fbcbb3f855f348227326c5c83266c66860
niah_mq_q8,50,137,892,312,201,158,11,21,41,61,101,32,12a0b02bf43a859928a8776272804963b4037553b4bf976cb40191ebf8ed1e04
niah_mq_q8,51,137,900,306,199,156,10,20,40,60,100,31,b359b56730cc35e30797959e9a497d437715e6acd4462bf13b90e6cd74340471
niah_mq_q8,52,137,899,315,202,159,11,21,41,61,101,32,4ac7fb36fe68be47f11f3e4c136ad46f4506816886e0a3eb3c6001b4aaf0986c
niah_mq_q8,53,137,886,312,201,158,11,21,41,61,101,32,b9e2612f5cce125172637da3a50b967462327b17e446f1bbc3e6150ab28cd945
niah_mq_q8,54,137,900,327,206,163,11,21,42,62,103,33,65ed3d6d213976ec6d8dd999454f58d1ff4860d2da723801e139ddda83f538cb
niah_mq_q8,55,137,898,318,203,160,11,21,41,61,102,32,5abc1a43487b1d01de81478444fb1392e23bfcd14cd4dcc12baca524553092c3
niah_mq_q8,56,137,906,315,202,159,11,21,41,61,101,32,eb1e1a020f174454d829bfcb3b9e8ea54be0a98723fa0f62798acbc22f1713ea
niah_mq_q8,57,137,882,300,197,154,10,20,40,60,99,30,b787fe0386452d989cefcf27dacd888bb7443e6182f92279d1d97fbe9bfbb81e
niah_mq_q8,58,137,901,318,203,160,11,21,41,61,102,32,d331482320c0af5c55484670fc2f1acf9c7694983c73208cdb3af660a07ba788
niah_mq_q8,59,137,884,297,196,153,10,20,40,59,98,30,1079f130f33c272ff5a596407e922779e94142bbe4d602d8d07162d9e37bb4fb
niah_mq_q8,60,137,891,306,199,156,10,20,40,60,100,31,61ab9a2af1f4787ca55046a6c032d4ca173ff4a4a58cc4c81e620587203f0824
niah_mq_q8,61,137,899,315,202,159,11,21,41,61,101,32,1ca8a92a6f10f2b149c764da5f4798f0d7c1dc81de8889f9adb7b1fb7b584401
niah_mq_q8,62,137,899,315,202,159,11,21,41,61,101,32,9c10e25309c7b40adbb43ea3837f2fe03fb1cc300cfc57b33425c02f816802d5
niah_mq_q8,63,137,907,333,208,165,11,21,42,63,104,34,90a8f4274d19f15aa3c0fd930aad8d74495cc3c2d7f824cd14f7e0cc59bd56c2
niah_mq_q8,64,137,902,321,204,161,11,21,41,62,102,33,9f56edca7c877bd9bb97ae95067680a544b29ddcba73353640528c2900595685
niah_mq_q8,65,137,915,315,202,159,11,21,41,61,101,32,836a2fdab38e7a6113ef767cfe0921c5cfd37283612b8b1d1b6561865ed60e23
niah_mq_q8,66,137,907,321,204,161,11,21,41,62,102,33,d12b5606b8da44cb9acb963f5967cc6bc65afbc009c365aedd50d280f0bea0d8
niah_mq_q8,67,137,913,309,200,157,10,20,40,60,100,31,e5dee759234b3f10125a82e60f604aa8461824cbd68f2d5cb2ce5fde7f405171
niah_mq_q8,68,137,900,318,203,160,11,21,41,61,102,32,3d8f7a3fd65d03ee6426fba44f04da569f5a720f1ed5bc5a164ff08320f19231
niah_mq_q8,69,137,918,318,203,160,11,21,41,61,102,32,f169a40077b09f04ca3569730ebc2cf3bbd018ef82012facb19ccb306207322b
niah_mq_q8,70,137,900,330,207,164,11,21,42,63,104,33,88bfdd0bb07b6751f990d85406ee9109944756dd5ca2bbdc630c225a1ee5f5da
niah_mq_q8,71,137,892,318,203,160,11,21,41,61,102,32,5d80f247184eba178abe6c2aa8f4acc5fab91b8cb081be0ee52dcb7dc3ad675a
niah_mq_q8,72,137,912,321,204,161,11,21,41,62,102,33,bcbbd812001f61cab6dd2ca6732045ef04a3dffbc4066481c5908a277262a6c2
niah_mq_q8,73,137,897,309,200,157,10,20,40,60,100,31,7841bad628e18b1e7bc7cd2a0d976aa1275f0b44870ba2693782a55704d1de28
niah_mq_q8,74,137,3878,867,766,153,39,77,154,230,383,87,5034acdce26af4e59d832625e85fcfa7c097f6e90503f8237c641f46560cea43
niah_mq_q8,75,137,905,324,205,162,11,21,41,62,103,33,7adbcbf2c9ea1e749d63fc2055c6f934a757c3d268b375393fd501a5665ac909
niah_mq_q8,76,137,909,312,201,158,11,21,41,61,101,32,37fd3a243ba4efdbe1e7a98a11415d19db649c19968c1e9e0b92ac1eba803b15
niah_mq_q8,77,137,903,315,202,159,11,21,41,61,101,32,02dbdc27125fb81ea456580b19fa2891df6f67f14e8570fbf7ec934e87eab05a
niah_mq_q8,78,137,894,318,203,160,11,21,41,61,102,32,5f56b2da290edb9a059a95bb4becf0ec0000c4ea5ecb4085a9196ac1299670d4
niah_mq_q8,79,137,898,303,198,155,10,20,40,60,99,31,3189e3814608e20d61052145ae2dc49cae6050ff2daa9a6bf272580d51bb0010
niah_mq_q8,80,137,896,321,204,161,11,21,41,62,102,33,beafaea3f62a8a6d2ff9c1bb07c122f99c4240d37bc046d4cf8038086f94ad7a
niah_mq_q8,81,137,898,303,198,155,10,20,40,60,99,31,1b7d7508ac6bc5ce97574ff2b6a356e0a0584ba8b6475de118cdd30a5ab5135d
niah_mq_q8,82,137,894,321,204,161,11,21,41,62,102,33,f59527de36e02f0a09c60eaf79c58137d4e835f768a91300a4df13da7e13243f
niah_mq_q8,83,137,886,300,197,154,10,20,40,60,99,30,62570265e53369875b05af1b1a11f44b6848d0fe99454baf4d3efb923d0cf41a
niah_mq_q8,84,137,904,309,200,157,10,20,40,60,100,31,4448e5143e6d989e6216f7932f02908c1dad36ba365b225514ea28830f5c6b3a
niah_mq_q8,85,137,901,318,203,160,11,21,41,61,102,32,d8733222744217a8e40877e4beac5bd1e0e4883141bd262c5c9bab0ab79d996a
niah_mq_q8,86,137,897,315,202,159,11,21,41,61,101,32,139f052832559055d94425ac475d097c0bb78a96722e6d4f2bd7d65d7f053243
niah_mq_q8,87,137,895,309,200,157,10,20,40,60,100,31,b9e5c6fc83cc2b43a1691a56d9af63cf54895c9780040b034f523807ee36af94
niah_mq_q8,88,137,885,306,199,156,10,20,40,60,100,31,864e58db538f33c9da471a0fa146c40965e78c9854475a622e299450448beff8
niah_mq_q8,89,137,918,312,201,158,11,21,41,61,101,32,28525b921d8fd97d3cceabc6e38fdbccf7e750a83d52f042d97713b33f9fdcb8
niah_mq_q8,90,137,903,324,205,162,11,21,41,62,103,33,0607526a6763bf6538b9b3697251cfbfbc0bacd858d664e8f8c9d7841e3f9960
niah_mq_q8,91,137,905,324,205,162,11,21,41,62,103,33,c39b9e8504850a7d7f1b7e8dbbda3e08caf294c02853d54cc1819e5594199441
niah_mq_q8,92,137,3867,864,765,152,39,77,153,230,383,87,658c28ac31a44da5b511b825b35e6d2e0230ce6bfb2db8157af191df8066699f
niah_mq_q8,93,137,906,318,203,160,11,21,41,61,102,32,c737d7275a584444985d47f0223a554df54610f74d2ba6e07ef90560e06d1b63
niah_mq_q8,94,137,905,306,199,156,10,20,40,60,100,31,186faa6c13b620212ec68175da40ac1fb16d6738d69ce541fef3cc0b36f14f40
niah_mq_q8,95,137,903,300,197,154,10,20,40,60,99,30,9103e57a1d4b1974fe808a292f1d69e3951b18571dd1ecc26abda1927b89cf00
niah_mq_q8,96,137,913,312,201,158,11,21,41,61,101,32,eec5e255a7bbc82320a949228c0544a2c135ac18f18498f32267eeaf79a13d0a
niah_mq_q8,97,137,910,321,204,161,11,21,41,62,102,33,cd7020441863c5e32e65391576171d6dd8ed92f68bd23fda4d812029e6be5bae
niah_mq_q8,98,137,897,297,196,153,10,20,40,59,98,30,68c5784fb9dfddd286deb6832674121f3a7764966121d6429054cc4d352a14c2
niah_mq_q8,99,137,895,306,199,156,10,20,40,60,100,31,b7f8e9352707446010446a7bfaa4c704f15ebde2db61fc54900b677461ac965d
niah_mv_v2,0,137,4311,867,812,38,41,82,163,244,406,87,bc0db62f69219ded6a79a2c37738e207e9b579bab55a39c86e6f990615d48e08
niah_mv_v2,1,137,4311,867,812,38,41,82,163,244,406,87,bb6d7aeb121f31bdf7511358f75fa68ae88134d7997512dba051bdad7e93703d
niah_mv_v2,2,137,4325,863,810,36,41,81,162,243,405,87,fd4da63fa9b36e32ec0fe75906605ca6e84e6ec6967a2a507e23375b2d4cf04a
niah_mv_v2,3,137,4311,867,812,38,41,82,163,244,406,87,13fadd80a54eb3ba5e6d519cfe380f8d25a59e2f6c26d937d26a10ad790c9662
niah_mv_v2,4,137,1370,310,253,40,13,26,51,76,127,31,2423a52eb4ce8eea57c614ead200dbb8b93859d514f6429b924268caf6196ea0
niah_mv_v2,5,137,4311,867,812,38,41,82,163,244,406,87,39861caf68d622ed8c4ad6a84967572cb09f6a047d8d755b2e960e7afaaf3926
niah_mv_v2,6,137,4303,863,810,36,41,81,162,243,405,87,fbc074fbfb03862b39b7b9ecc3e916f593bcc0326ac4ad04e238bdb6ad34bde5
niah_mv_v2,7,137,4309,867,812,38,41,82,163,244,406,87,086a0dbbd2dd67f1a875962b08249af1ff493d144524a35a0b5f4b13c6992a10
niah_mv_v2,8,137,1381,314,255,42,13,26,51,77,128,32,49700b7ce5e0a583c655948b7b4e688a5715f1cf14da481a78d560a54ebb1652
niah_mv_v2,9,137,1376,306,251,38,13,26,51,76,126,31,aa936f5ff11c5f8f76d0d885561597ec4b83af6a3b0d46e6774314355e1b8c8e
niah_mv_v2,10,137,4319,863,810,36,41,81,162,243,405,87,12a8da2838035e25bb15eb4fcaa01e27122664937f857163d6f49fcbccf4c780
niah_mv_v2,11,137,1372,302,249,36,13,25,50,75,125,31,435287f13e6871db997f70a21274d68ee2e65f9c4635d14eec3b239f3b3b5c1f
niah_mv_v2,12,137,4321,871,814,40,41,82,163,245,407,88,0b55203de0ef84b487dd21a6e4f54c9737351317e6d20cb7a9185a46d75ac020
niah_mv_v2,13,137,4309,867,812,38,41,82,163,244,406,87,426167235be6b1a4ea84874e44e934317119764df855ec8c42d1cd18e626dcdb
niah_mv_v2,14,137,4309,863,810,36,41,81,162,243,405,87,84dc2d3253166eb9ab17a9a81deb3a21822fba77ead4e5ab381e3e3d5cd17502
niah_mv_v2,15,137,1368,306,251,38,13,26,51,76,126,31,5e75cf566f2384142504c1fe86e5a9eccac1e644ba36a30e9796dfb1c2489de8
niah_mv_v2,16,137,4319,867,812,38,41,82,163,244,406,87,6b1a3097500e9c765190840262554e597569fbb78fce2f5dfc363d59e7c94c86
niah_mv_v2,17,137,1384,314,255,42,13,26,51,77,128,32,577f3e3c695398fdf1ef04b502b58deec361ca10ec6beb3f9805edeedb6a7b97
niah_mv_v2,18,137,1364,306,251,38,13,26,51,76,126,31,4900e5d4a8dc1650e73ebc6aedc5df2e60f382aa66c9de12c5275a7d49077bd5
niah_mv_v2,19,137,4313,867,812,38,41,82,163,244,406,87,bdb82b0825814f413f0cefb84c3d0e5d87c228a2290878c5b8f63e6d5444b37e
niah_mv_v2,20,137,1378,318,257,44,13,26,52,78,129,32,88e2755fc169cfc7f0583a57b33061907891662b568ec7929dc2548467744d6b
niah_mv_v2,21,137,4313,863,810,36,41,81,162,243,405,87,b1f0a5568696285e2e7a326b66c3f0086ed20330ddd881980fc04905cf7b806f
niah_mv_v2,22,137,1382,314,255,42,13,26,51,77,128,32,4c11daca06d6e853aae15c9f3accd5fa43fea2795f59bdd2de8962fb1d55303f
niah_mv_v2,23,137,1385,314,255,42,13,26,51,77,128,32,785df1f97cd182f26e152d70c1678259a50a2bc80b36425714efa3734b48f3e9
niah_mv_v2,24,137,1376,310,253,40,13,26,51,76,127,31,be1e39165841d96834a71f71585e6cb9140c08f62567f28598f9322e2981d071
niah_mv_v2,25,137,1375,306,251,38,13,26,51,76,126,31,d117a6ff8f4732d44bf979ef29c2b43f7db4ccdda5096f0f5aece8fb31f2f086
niah_mv_v2,26,137,4313,867,812,38,41,82,163,244,406,87,bd827e5ccac3949cd46f5dd80ceec4282f5104b7a2ccc98c08200ad227773cc2
niah_mv_v2,27,137,1376,306,251,38,13,26,51,76,126,31,cc7711cb1f7d9f4f2ecccf887f666e9f26aec57863c3fc51a19ac976f80e1e0b
niah_mv_v2,28,137,1378,310,253,40,13,26,51,76,127,31,8bc70d61d6b6d621523c3322daeff593926067d4ac50fc48209b504a6c99c0a4
niah_mv_v2,29,137,1368,306,251,38,13,26,51,76,126,31,b3fd967de903e41e42c0eac415200f7df0c620975982080df13f5b27dfbab6d4
niah_mv_v2,30,137,4303,867,812,38,41,82,163,244,406,87,04e9f608354a26f688d26a7880aa416e3739fad7f7b563589494c42b09f55d93
niah_mv_v2,31,137,1387,310,253,40,13,26,51,76,127,31,c8877d8b56560fe73e5e8a630971f3307df817fe40be09ddd1cf5e5f54963b94
niah_mv_v2,32,137,1377,306,251,38,13,26,51,76,126,31,ab4bdba540e99158697b93f3437690b8ecd07cbdb5b8c7f0171421ff0a16ae49
niah_mv_v2,33,137,1374,310,253,40,13,26,51,76,127,31,e2a6e90a3acd4796f8d1e4633d1eb2bde7705e5ebf8c5cabe6d211aefc5d8b44
niah_mv_v2,34,137,1376,302,249,36,13,25,50,75,125,31,671e8debc200a66e434b3fe01e1ba65b3d40387bff160bd0748980f8c645d57c
niah_mv_v2,35,137,4313,867,812,38,41,82,163,244,406,87,56f3e1eeddbcc4012f0529d2e11062951cf982405d4437c009518462e7b3722b
niah_mv_v2,36,137,1377,314,255,42,13,26,51,77,128,32,4a9e4bbad7a01ee58827c81cf796c317e5b88f8377a3298adcedcb0ba759a459
niah_mv_v2,37,137,4308,867,812,38,41,82,163,244,406,87,54b9d6e62c5b0faaba4ac4b8a9747c91299e4514b33121c9b326b992eca74d47
niah_mv_v2,38,137,1389,310,253,40,13,26,51,76,127,31,906a61f4c9b54bae36d0e61f755f3e39982cb64d5aa15e6abf0781bd138d56fb
niah_mv_v2,39,137,4307,867,812,38,41,82,163,244,406,87,af93c08453b3aa3807a00f721169fc6d29ca309d5b559225ae987f6bc7bc725f
niah_mv_v2,40,137,1375,310,253,40,13,26,51,76,127,31,6c2001dff36552e0a92473a41e4093fa9f0f586396045b28793b2f7f9969d7b4
niah_mv_v2,41,137,1372,306,251,38,13,26,51,76,126,31,841613e1bc05e2f73ba8058d6a01abbe52f2cdbd37d0976018af432c38926958
niah_mv_v2,42,137,4307,867,812,38,41,82,163,244,406,87,71e5e844cc7198afabe3f76ff22c2e2caf9d8c4e6ca30c60fa7bc61b1bca206b
niah_mv_v2,43,137,1370,310,253,40,13,26,51,76,127,31,01e0acf3a02c5fa7fd83206a3b3c90cceebb8640a4a006696cf46e26311d0778
niah_mv_v2,44,137,1366,306,251,38,13,26,51,76,126,31,ea909847ccf7334290c5c14284224d7cf4fc83d989dd8c0289e0b7aa314a16cc
niah_mv_v2,45,137,4319,867,812,38,41,82,163,244,406,87,c2613ad118a1f3769093058f9c998c2667524c85e9425ea5238d3d3d658f8b25
niah_mv_v2,46,137,1379,310,253,40,13,26,51,76,127,31,c7cdab2b2c556c03566c6d988c035104894f694abf3aa38b7f728818d86bb4d1
niah_mv_v2,47,137,1370,310,253,40,13,26,51,76,127,31,70921e7092f88d4afc3d2aea2d2e4a990c45a7222dd6e216b8639b41cca8a00e
niah_mv_v2,48,137,4316,863,810,36,41,81,162,243,405,87,0e77e52f13fe4714103e10cc0e6a4cddcc794ebf2f6482307caa34cfa338a1ba
niah_mv_v2,49,137,1366,306,251,38,13,26,51,76,126,31,6055f35af12913dc6596fddccdd50856eb3d737038f34e72cb12da80d97faf91
niah_mv_v2,50,137,4309,871,814,40,41,82,163,245,407,88,0e5fa23598495d55a55d898dc759a9494bae2bbf43cff5041ccfcdf86c2df006
niah_mv_v2,51,137,4315,867,812,38,41,82,163,244,406,87,b0137b11d98f3080cf4399cc0e4a28ebbc8a6d06cd2b095f1fdded31981e5e48
niah_mv_v2,52,137,4323,867,812,38,41,82,163,244,406,87,94ce4c9d9f813dfc739d815bea620b03f24f687606aa1673de8319b115bd2fc8
niah_mv_v2,53,137,1380,310,253,40,13,26,51,76,127,31,aa31d9f689209d633cf8101b1f75f152fd70c109cc25a3c7657672148a4638fe
niah_mv_v2,54,137,4309,863,810,36,41,81,162,243,405,87,a36da7558653767cfbc7aade6c66f7dc5df8288d2938ba69ce5257ee0976a12a
niah_mv_v2,55,137,4323,867,812,38,41,82,163,244,406,87,45c99465a5627cb3dbb1c462b4d0d00ade081b0fe3bc491946ba6b6a06171d40
niah_mv_v2,56,137,1378,310,253,40,13,26,51,76,127,31,1992395b075545a43a15435e6f693c44788f110d01b5a26e5e65766dce84f566
niah_mv_v2,57,137,4315,867,812,38,41,82,163,244,406,87,98bd5e36a9d756dbaf7d325749f5100ef68493882504c0317f9ef4d4a7ffcc41
niah_mv_v2,58,137,4319,867,812,38,41,82,163,244,406,87,9c443fec7bc2d5c7083cd746624955dedd1afbf2acc27f8a7923fdcd4c949caf
niah_mv_v2,59,137,4305,867,812,38,41,82,163,244,406,87,2e5bf9b04af83a5f646e01c909ecb757c1becb64c6e809d3ffae60c606b3c37a
niah_mv_v2,60,137,1368,306,251,38,13,26,51,76,126,31,29ff096088dafeb2262f9a1b8eb3d71b54fb31e2bda56efa73b8ad3f31558951
niah_mv_v2,61,137,4317,867,812,38,41,82,163,244,406,87,5a5d40b5761c9b7a059101945059844d99e5ee15423d70f681447117cfac94f4
niah_mv_v2,62,137,4319,867,812,38,41,82,163,244,406,87,51993b154422dc3b3dd311df10e5e73130247dcaf227b78343d21661682644b4
